Train Number,Boarding Station,Destination,Date of Journey,Booking Date,Class,Total Seats in Class,Type of Waiting List,Booking Status,Maximum Waiting,festival,Holidays,status before three weeks,status before two weeks,status before one week,status before three days,status before one day,confirm
17203,ADI,NLDA,19-08-2017,13-08-2017,SL,880,RLWL,11,25,1,1,6,0,0,0,0,1
17203,ADI,KYN,28-08-2017,18-07-2017,SL,880,RLWL,31,74,0,1,29,22,14,4,0,1
17203,ADI,BZA,11-11-2017,05-10-2017,SL,880,GNWL,47,88,0,1,41,32,30,28,19,0
17203,ADI,RJY,27-07-2017,15-05-2017,3A,216,GNWL,26,55,1,0,24,21,16,14,9,0
17203,ADI,COA,26-09-2017,09-06-2017,SL,880,RLWL,37,65,1,0,32,31,29,17,8,1
17038,ADI,SC,10-12-2017,15-10-2017,2A,182,RLWL,24,33,1,0,23,21,19,15,14,0
17038,ADI,SC,05-10-2017,14-08-2017,SL,880,RLWL,61,96,0,0,59,50,42,35,30,0
17038,ADI,SC,02-07-2017,09-07-2017,SL,880,GNWL,9,95,0,1,2,0,0,0,0,1
17038,ADI,BD,17-07-2017,01-05-2017,2A,182,RLWL,9,19,1,1,8,6,3,0,0,1
17017,ADI,SC,10-07-2017,05-06-2017,1A,10,RLWL,16,19,0,0,15,13,12,10,9,0
17017,ADI,SUR,29-12-2017,15-11-2017,3A,216,RLWL,29,54,1,1,28,26,21,15,9,0
17017,ADI,SC,29-11-2017,09-10-2017,3A,216,RLWL,30,50,0,0,28,26,23,22,19,0
17017,ADI,SC,13-07-2017,06-07-2017,SL,880,RLWL,8,74,0,0,6,1,0,0,0,1
17017,ADI,SC,04-07-2017,25-06-2017,SL,880,RLWL,12,24,1,1,11,8,0,0,0,1
17017,ADI,PUNE,07-08-2017,22-05-2017,3A,216,GNWL,1,49,1,1,0,0,0,0,0,1
17017,ADI,PUNE,02-12-2017,26-09-2017,SL,880,GNWL,15,37,1,1,11,9,4,2,1,1
17017,ADI,SC,25-07-2017,21-05-2017,3A,216,GNWL,21,25,0,0,17,12,7,2,0,1
17017,ADI,SC,24-07-2017,09-04-2017,SL,880,GNWL,93,95,1,0,89,80,73,63,53,0
17017,ADI,KYN,08-09-2017,18-07-2017,2A,182,RLWL,25,31,1,1,23,21,18,15,10,0
17017,ADI,KYN,07-10-2017,25-08-2017,2A,182,GNWL,19,23,0,1,17,14,12,8,6,0
17017,ADI,SC,07-10-2017,24-10-2017,SL,880,GNWL,17,41,1,1,9,7,0,0,0,1
16734,ADI,KCG,12-08-2017,03-05-2017,3A,216,RLWL,2,41,0,0,0,0,0,0,0,1
16734,ADI,RMM,22-08-2017,09-06-2017,2A,182,RLWL,22,26,0,1,21,20,17,13,10,0
16734,ADI,KRNT,13-07-2017,10-05-2017,SL,880,GNWL,46,65,0,0,41,36,34,31,19,0
16734,ADI,AWB,15-10-2017,23-07-2017,SL,880,GNWL,3,68,0,1,2,0,0,0,0,1
16734,ADI,J,04-08-2017,08-08-2017,SL,880,GNWL,92,92,0,0,86,85,82,78,74,0
16613,ADI,KJM,19-08-2017,24-05-2017,3A,216,RLWL,26,28,1,0,23,18,16,13,10,0
16613,ADI,KJM,03-12-2017,17-12-2017,3A,216,RLWL,23,30,1,0,22,20,15,14,9,0
16613,ADI,SA,20-08-2017,08-06-2017,2A,182,GNWL,22,32,0,1,20,18,15,12,10,0
16613,ADI,KYN,12-10-2017,22-07-2017,SL,880,GNWL,79,81,1,0,77,73,66,61,57,0
16588,ADI,SUR,10-11-2017,07-10-2017,1A,10,RLWL,7,20,0,1,6,5,4,2,0,1
16588,ADI,YPR,09-12-2017,19-10-2017,SL,880,RLWL,63,67,0,0,56,48,46,34,24,0
16588,ADI,KYN,16-08-2017,10-07-2017,3A,216,GNWL,32,38,0,0,31,29,26,21,17,0
16588,ADI,YPR,27-11-2017,18-11-2017,SL,880,GNWL,72,109,0,1,66,59,57,53,41,0
16588,ADI,BSR,24-08-2017,08-05-2017,2A,182,RLWL,19,21,0,1,18,15,12,9,6,0
16587,ADI,BKN,12-08-2017,02-07-2017,SL,880,RLWL,36,62,1,1,31,23,13,12,0,1
16587,ADI,BKN,04-11-2017,27-08-2017,3A,216,GNWL,22,40,1,0,20,18,15,10,8,0
16533,ADI,SBC,11-12-2017,29-09-2017,SL,880,GNWL,7,13,0,1,0,0,0,0,0,1
16531,ADI,PUNE,21-12-2017,11-12-2017,SL,880,RLWL,88,107,0,1,83,80,70,63,51,0
16507,ADI,MRJ,05-08-2017,20-07-2017,2A,182,RLWL,29,32,0,0,28,27,23,20,15,0
16507,ADI,PUNE,28-08-2017,22-05-2017,3A,216,RLWL,38,52,1,1,34,29,27,24,18,0
16507,ADI,PUNE,23-08-2017,08-08-2017,3A,216,RLWL,4,17,0,0,2,0,0,0,0,1
16507,ADI,SBC,24-07-2017,11-05-2017,3A,216,GNWL,38,44,0,0,37,34,32,30,25,0
16505,ADI,UBL,29-11-2017,04-09-2017,SL,880,RLWL,88,110,1,0,80,73,68,61,50,0
16505,ADI,SBC,30-09-2017,20-09-2017,3A,216,GNWL,50,50,1,1,46,43,42,39,33,0
16501,ADI,KPG,30-10-2017,21-10-2017,SL,880,RLWL,43,67,1,0,36,28,19,12,7,0
16501,ADI,YPR,24-12-2017,06-12-2017,3A,216,GNWL,40,50,1,1,37,36,35,31,28,0
16501,ADI,GTL,07-12-2017,26-11-2017,2A,182,RLWL,1,23,1,0,0,0,0,0,0,1
16501,ADI,KPG,22-10-2017,12-10-2017,2A,182,RLWL,30,33,1,0,28,27,23,19,18,0
16337,ADI,KZE,05-08-2017,28-06-2017,3A,216,GNWL,12,30,1,1,10,6,3,1,0,1
16337,ADI,TCR,26-09-2017,01-09-2017,SL,880,RLWL,90,96,0,1,85,77,74,69,66,0
16337,ADI,MAJN,07-12-2017,20-10-2017,1A,10,GNWL,8,16,1,0,7,6,5,3,1,1
16337,ADI,CLT,27-09-2017,05-07-2017,3A,216,RLWL,10,26,1,0,6,1,0,0,0,1
16337,ADI,ERS,08-07-2017,01-04-2017,3A,216,RLWL,37,53,0,1,34,33,31,30,28,0
16337,ADI,ERS,03-11-2017,25-11-2017,SL,880,GNWL,48,75,0,0,45,39,29,27,17,0
16335,ADI,QLN,05-07-2017,28-05-2017,SL,880,RLWL,91,91,0,0,85,84,83,74,72,0
16335,ADI,QLN,16-12-2017,28-11-2017,3A,216,GNWL,28,30,1,0,27,25,23,20,18,0
16335,ADI,CLT,05-11-2017,16-09-2017,2A,182,GNWL,10,26,0,0,9,6,5,3,0,1
16333,ADI,CNGR,01-09-2017,15-08-2017,3A,216,RLWL,50,53,0,0,46,42,38,33,29,0
16333,ADI,MAO,06-10-2017,12-10-2017,SL,880,GNWL,41,54,0,1,34,28,26,22,12,1
16333,ADI,MAO,23-08-2017,23-04-2017,3A,216,RLWL,42,49,1,0,39,38,37,36,35,0
16333,ADI,MAO,04-08-2017,08-06-2017,3A,216,RLWL,27,40,0,0,23,20,17,12,6,0
16209,ADI,PUNE,28-07-2017,26-04-2017,3A,216,RLWL,33,55,0,0,29,24,19,14,13,0
16209,ADI,SBC,19-07-2017,25-06-2017,SL,880,RLWL,27,100,0,1,19,10,0,0,0,1
16209,ADI,SBC,14-08-2017,11-05-2017,SL,880,RLWL,40,99,1,0,37,29,24,20,11,1
16209,ADI,PUNE,07-12-2017,27-11-2017,1A,10,GNWL,10,14,0,1,9,8,6,5,4,0
16209,ADI,UBL,28-12-2017,04-09-2017,SL,880,RLWL,4,23,1,1,0,0,0,0,0,1
16209,ADI,PUNE,24-10-2017,14-07-2017,SL,880,GNWL,87,107,0,1,85,81,78,76,73,0
15667,ADI,LKO,30-10-2017,04-10-2017,1A,10,RLWL,7,18,0,0,6,5,3,2,0,1
15667,ADI,KYQ,07-07-2017,19-05-2017,2A,182,RLWL,16,27,1,0,15,13,12,8,6,0
15667,ADI,BGS,16-10-2017,27-10-2017,SL,880,RLWL,35,57,1,1,32,29,26,15,10,0
15667,ADI,NCB,17-07-2017,22-05-2017,3A,216,RLWL,10,39,0,1,9,7,5,4,0,1
15667,ADI,LKO,26-10-2017,16-09-2017,2A,182,RLWL,29,31,1,0,28,27,24,23,18,0
15667,ADI,PNBE,13-12-2017,17-11-2017,SL,880,RLWL,12,55,1,1,9,4,1,0,0,1
15636,ADI,DWK,04-12-2017,13-09-2017,2A,182,GNWL,16,26,0,1,14,12,10,8,7,0
15636,ADI,DWK,08-10-2017,30-09-2017,SL,880,RLWL,78,95,1,1,73,72,63,55,49,0
15636,ADI,DWK,01-10-2017,25-09-2017,SL,880,RLWL,73,88,1,1,72,67,64,58,47,0
15635,ADI,NJP,04-09-2017,14-08-2017,SL,880,RLWL,57,88,1,0,50,46,36,27,24,0
15635,ADI,KNE,05-11-2017,16-09-2017,SL,880,RLWL,46,69,0,1,41,38,35,31,28,0
15635,ADI,KIR,10-09-2017,14-09-2017,2A,182,GNWL,16,20,1,1,14,12,10,6,1,1
15635,ADI,BSB,15-10-2017,26-09-2017,SL,880,GNWL,48,110,1,0,44,40,31,27,24,0
15635,ADI,PNBE,20-08-2017,09-05-2017,SL,880,GNWL,80,87,1,1,79,71,64,60,55,0
15635,ADI,NJP,13-08-2017,18-07-2017,SL,880,GNWL,19,84,0,0,12,9,4,0,0,1
15635,ADI,BSB,28-10-2017,01-08-2017,3A,216,GNWL,50,50,0,1,46,42,37,34,32,0
15635,ADI,NJP,05-08-2017,25-08-2017,3A,216,GNWL,29,43,1,1,26,21,17,14,8,0
15046,ADI,GKP,22-10-2017,06-08-2017,3A,216,GNWL,17,44,1,0,16,13,9,3,0,1
15046,ADI,GKP,13-07-2017,13-05-2017,SL,880,GNWL,45,89,0,0,41,34,26,17,6,1
15046,ADI,ETW,23-11-2017,27-10-2017,SL,880,GNWL,84,94,1,0,82,75,74,73,68,0
14806,ADI,LNL,14-07-2017,24-06-2017,SL,880,GNWL,82,91,0,1,78,75,74,72,64,0
14806,ADI,YPR,19-07-2017,13-06-2017,SL,880,GNWL,86,99,0,1,83,80,79,67,57,0
14806,ADI,UBL,03-10-2017,06-10-2017,SL,880,RLWL,70,88,0,1,64,57,47,40,39,0
14806,ADI,UBL,30-11-2017,24-10-2017,SL,880,RLWL,87,102,1,0,86,82,76,75,71,0
14804,ADI,BGKT,12-09-2017,29-08-2017,2A,182,RLWL,27,32,0,0,25,22,18,14,9,0
14804,ADI,SMR,23-08-2017,30-06-2017,SL,880,RLWL,58,96,0,1,57,55,48,47,37,0
14708,ADI,JU,11-09-2017,09-06-2017,SL,880,GNWL,73,88,1,1,68,62,60,49,37,0
14708,ADI,SOH,16-10-2017,25-09-2017,3A,216,RLWL,8,41,1,1,6,3,1,0,0,1
14708,ADI,NOK,26-12-2017,20-10-2017,3A,216,RLWL,37,41,1,0,35,30,28,25,19,0
14708,ADI,NGO,14-12-2017,18-12-2017,3A,216,GNWL,30,45,0,1,26,24,22,16,11,0
14708,ADI,BKN,15-07-2017,18-04-2017,2A,182,GNWL,9,25,1,1,7,4,3,0,0,1
14708,ADI,PMY,19-11-2017,12-10-2017,SL,880,RLWL,88,109,0,0,84,75,69,64,61,0
14708,ADI,FA,07-11-2017,22-10-2017,3A,216,RLWL,34,52,0,1,31,27,26,22,21,0
14708,ADI,BKN,14-12-2017,28-09-2017,3A,216,RLWL,32,50,0,0,28,27,25,22,18,0
14708,ADI,ABR,01-09-2017,01-07-2017,SL,880,RLWL,94,94,0,1,87,82,74,69,61,0
14707,ADI,PLG,20-09-2017,10-07-2017,3A,216,RLWL,36,46,0,1,35,31,30,27,26,0
14707,ADI,BDTS,25-07-2017,17-05-2017,1A,10,RLWL,17,21,1,1,16,15,14,13,12,0
14707,ADI,BDTS,28-12-2017,21-11-2017,3A,216,RLWL,41,43,0,1,38,34,31,25,22,0
14312,ADI,JP,15-07-2017,20-04-2017,3A,216,RLWL,38,49,1,0,35,30,25,23,20,0
14312,ADI,KSG,15-12-2017,22-10-2017,SL,880,GNWL,78,97,0,0,72,65,57,49,40,0
14312,ADI,GZB,17-07-2017,07-07-2017,SL,880,RLWL,80,88,1,0,79,73,70,69,59,0
12993,ADI,R,03-08-2017,08-07-2017,3A,216,RLWL,47,53,0,0,45,44,39,36,34,0
12989,ADI,AII,16-08-2017,27-08-2017,SL,880,GNWL,99,99,0,0,94,86,76,65,61,0
12989,ADI,AII,17-12-2017,01-12-2017,SL,880,GNWL,94,94,1,0,92,91,85,79,71,0
12989,ADI,AII,30-07-2017,22-06-2017,SL,880,GNWL,70,74,0,0,69,62,56,51,40,0
12989,ADI,AII,20-12-2017,17-12-2017,SL,880,GNWL,26,103,1,0,18,16,10,4,0,1
12989,ADI,AII,01-08-2017,01-06-2017,3A,216,GNWL,17,50,0,1,14,13,12,9,7,0
12989,ADI,AII,12-08-2017,14-07-2017,SL,880,GNWL,93,100,1,1,87,83,82,72,67,0
12972,ADI,BDTS,03-12-2017,25-11-2017,SL,880,GNWL,92,94,0,1,84,82,81,80,71,0
12972,ADI,BDTS,13-08-2017,23-06-2017,2A,182,RLWL,9,28,0,0,7,6,3,0,0,1
12959,ADI,BHUJ,05-08-2017,12-07-2017,3A,216,GNWL,45,47,1,0,44,41,37,31,28,0
12957,ADI,NDLS,07-10-2017,05-08-2017,2A,182,RLWL,12,23,0,1,10,8,6,2,0,1
12957,ADI,NDLS,22-10-2017,17-10-2017,SL,880,GNWL,69,70,0,0,65,58,54,44,32,0
12957,ADI,NDLS,16-09-2017,02-08-2017,SL,880,RLWL,80,109,0,0,75,66,57,48,41,0
12957,ADI,NDLS,08-11-2017,12-09-2017,3A,216,GNWL,2,20,0,1,0,0,0,0,0,1
12957,ADI,NDLS,14-07-2017,07-05-2017,2A,182,RLWL,25,27,0,1,23,20,16,15,12,0
12957,ADI,NDLS,12-12-2017,21-09-2017,3A,216,GNWL,3,44,1,0,0,0,0,0,0,1
12957,ADI,NDLS,08-12-2017,15-11-2017,3A,216,RLWL,17,38,0,0,16,13,11,6,3,0
12957,ADI,NDLS,11-07-2017,04-07-2017,2A,182,RLWL,15,17,1,1,13,12,8,4,0,1
12957,ADI,NDLS,05-08-2017,16-06-2017,2A,182,GNWL,1,31,0,1,0,0,0,0,0,1
12957,ADI,NDLS,17-12-2017,14-09-2017,3A,216,RLWL,10,49,1,1,6,3,1,0,0,1
12957,ADI,NDLS,29-10-2017,22-07-2017,2A,182,GNWL,26,32,0,0,24,23,20,18,14,0
12957,ADI,NDLS,28-11-2017,04-11-2017,SL,880,RLWL,99,107,1,1,94,89,81,70,61,0
12957,ADI,NDLS,06-10-2017,13-08-2017,SL,880,RLWL,93,110,1,1,89,80,77,72,67,0
12957,ADI,JP,30-08-2017,15-08-2017,SL,880,RLWL,89,89,0,1,84,80,75,68,58,0
12957,ADI,NDLS,26-12-2017,26-08-2017,2A,182,RLWL,10,11,1,0,8,5,3,0,0,1
12957,ADI,JP,18-11-2017,16-11-2017,SL,880,GNWL,54,109,1,1,49,43,39,28,17,0
12957,ADI,NDLS,20-08-2017,09-06-2017,3A,216,RLWL,42,53,0,1,40,37,32,28,23,0
12957,ADI,NDLS,06-11-2017,01-08-2017,SL,880,GNWL,67,81,0,1,61,56,54,45,38,0
12957,ADI,JP,26-07-2017,04-05-2017,3A,216,GNWL,23,54,1,1,22,18,15,10,9,0
12957,ADI,NDLS,20-11-2017,10-11-2017,2A,182,RLWL,14,19,0,1,12,11,7,6,2,1
12957,ADI,NDLS,30-08-2017,27-05-2017,3A,216,RLWL,35,53,0,0,31,27,22,21,16,0
12957,ADI,NDLS,18-10-2017,11-08-2017,SL,880,RLWL,50,88,1,1,45,44,40,36,31,0
12957,ADI,NDLS,08-08-2017,25-08-2017,3A,216,RLWL,13,19,1,0,9,7,2,1,0,1
12957,ADI,NDLS,14-07-2017,03-04-2017,SL,880,GNWL,60,100,0,0,52,49,42,41,36,0
12957,ADI,NDLS,19-07-2017,18-05-2017,SL,880,RLWL,73,93,0,0,67,66,62,58,57,0
12957,ADI,NDLS,17-08-2017,14-05-2017,SL,880,RLWL,59,101,0,1,53,44,37,35,33,0
12957,ADI,AII,14-08-2017,08-05-2017,3A,216,RLWL,15,31,1,1,12,11,6,5,2,1
12957,ADI,NDLS,26-08-2017,09-08-2017,2A,182,RLWL,2,33,1,1,0,0,0,0,0,1
12957,ADI,NDLS,10-10-2017,09-07-2017,SL,880,RLWL,19,110,0,1,12,4,2,0,0,1
12957,ADI,NDLS,18-12-2017,11-11-2017,SL,880,RLWL,1,101,0,1,0,0,0,0,0,1
12957,ADI,NDLS,03-11-2017,08-08-2017,3A,216,GNWL,9,23,1,0,8,5,1,0,0,1
12957,ADI,NDLS,23-08-2017,17-07-2017,3A,216,RLWL,7,55,1,0,4,3,2,1,0,1
12957,ADI,NDLS,11-12-2017,09-10-2017,SL,880,GNWL,71,96,1,0,69,61,57,53,50,0
12957,ADI,NDLS,26-11-2017,30-10-2017,SL,880,RLWL,52,86,0,1,44,36,29,22,11,0
12957,ADI,NDLS,02-10-2017,27-10-2017,SL,880,RLWL,35,72,0,1,28,21,16,12,9,0
12957,ADI,NDLS,20-08-2017,06-07-2017,1A,10,GNWL,14,17,1,0,13,12,10,8,6,0
12957,ADI,NDLS,19-10-2017,11-08-2017,3A,216,GNWL,3,7,1,0,1,0,0,0,0,1
12957,ADI,NDLS,21-10-2017,09-09-2017,SL,880,RLWL,88,98,1,1,87,81,71,63,55,0
12949,ADI,SRC,10-07-2017,04-04-2017,SL,880,GNWL,45,97,1,1,38,35,25,21,12,0
12949,ADI,SRC,30-10-2017,15-10-2017,3A,216,RLWL,21,45,1,0,17,16,12,11,8,0
12949,ADI,BSP,14-11-2017,19-11-2017,SL,880,RLWL,21,96,1,0,17,16,8,0,0,1
12947,ADI,PNBE,07-10-2017,11-08-2017,3A,216,GNWL,12,37,1,0,10,5,2,0,0,1
12947,ADI,PNBE,21-11-2017,10-10-2017,3A,216,GNWL,49,54,1,1,45,42,38,37,33,0
12947,ADI,PNBE,30-10-2017,02-07-2017,2A,182,GNWL,15,29,0,0,14,13,11,7,5,0
12947,ADI,PNBE,18-08-2017,05-06-2017,SL,880,GNWL,59,83,1,0,56,54,52,41,36,0
12947,ADI,PNBE,14-11-2017,10-11-2017,SL,880,RLWL,69,70,1,0,66,61,59,55,47,0
12947,ADI,PNBE,20-09-2017,08-06-2017,SL,880,GNWL,36,55,1,1,34,32,30,23,15,0
12947,ADI,PNBE,01-07-2017,08-04-2017,SL,880,RLWL,19,80,1,0,12,5,2,0,0,1
12947,ADI,BXN,29-07-2017,18-05-2017,SL,880,RLWL,16,98,1,1,14,7,1,0,0,1
12947,ADI,PNBE,27-12-2017,03-12-2017,2A,182,RLWL,8,20,1,0,6,3,1,0,0,1
12947,ADI,PNBE,24-08-2017,21-06-2017,2A,182,RLWL,15,26,1,1,13,11,9,5,3,0
12947,ADI,DNR,26-08-2017,06-08-2017,3A,216,GNWL,15,54,0,1,11,7,2,0,0,1
12947,ADI,PNBE,15-11-2017,18-08-2017,SL,880,RLWL,73,99,0,1,70,62,52,48,43,0
12947,ADI,PNBE,27-12-2017,08-12-2017,2A,182,RLWL,7,15,0,1,6,4,0,0,0,1
12947,ADI,PNBE,20-07-2017,10-04-2017,2A,182,RLWL,8,28,0,1,7,4,1,0,0,1
12947,ADI,PNBE,02-07-2017,03-05-2017,SL,880,RLWL,97,101,1,1,95,91,82,80,70,0
12947,ADI,PNBE,17-08-2017,30-07-2017,2A,182,GNWL,9,30,0,0,8,5,3,2,0,1
12947,ADI,MGS,23-09-2017,27-09-2017,SL,880,RLWL,100,108,1,0,99,94,91,87,80,0
12941,ADI,SSM,25-10-2017,10-09-2017,SL,880,GNWL,21,69,1,1,19,18,16,14,3,1
12941,ADI,CNB,17-10-2017,30-10-2017,2A,182,GNWL,18,31,0,1,16,14,10,7,3,0
12941,ADI,ALD,11-11-2017,30-08-2017,SL,880,RLWL,57,83,1,1,56,50,40,36,26,0
12941,ADI,GAYA,08-11-2017,17-11-2017,SL,880,RLWL,60,81,1,1,59,56,48,38,25,0
12941,ADI,ASN,11-11-2017,15-09-2017,SL,880,GNWL,34,67,1,0,28,21,15,5,0,1
12941,ADI,ALD,12-10-2017,10-10-2017,SL,880,GNWL,68,83,0,1,66,60,59,58,49,0
12941,ADI,PNME,15-10-2017,07-09-2017,SL,880,GNWL,94,109,0,0,91,87,82,81,68,0
12941,ADI,ASN,24-10-2017,16-10-2017,3A,216,RLWL,18,51,1,1,14,13,8,4,0,1
12941,ADI,GAYA,18-11-2017,07-08-2017,3A,216,RLWL,43,54,0,0,41,39,35,30,24,0
12941,ADI,SSM,22-09-2017,05-06-2017,SL,880,RLWL,21,105,1,0,20,19,10,6,0,1
12941,ADI,GAYA,08-12-2017,17-11-2017,SL,880,RLWL,86,87,0,0,80,71,69,64,60,0
12941,ADI,GAYA,24-08-2017,11-05-2017,1A,10,GNWL,12,13,1,1,11,9,8,7,5,0
12941,ADI,DHN,23-08-2017,25-08-2017,SL,880,RLWL,16,54,0,0,10,9,8,0,0,1
12941,ADI,GAYA,02-07-2017,21-07-2017,SL,880,RLWL,11,108,1,1,3,0,0,0,0,1
12941,ADI,AF,11-08-2017,03-07-2017,2A,182,GNWL,4,4,1,0,2,1,0,0,0,1
12937,ADI,GAYA,11-12-2017,28-10-2017,2A,182,GNWL,28,28,0,0,27,24,22,21,20,0
12937,ADI,MGS,25-12-2017,25-11-2017,3A,216,RLWL,30,37,0,0,28,26,21,19,15,0
12937,ADI,KOTA,08-10-2017,06-08-2017,2A,182,RLWL,19,30,0,0,18,17,15,11,7,0
12937,ADI,ALD,07-12-2017,23-09-2017,SL,880,RLWL,9,97,1,0,5,0,0,0,0,1
12937,ADI,GAYA,19-07-2017,16-06-2017,SL,880,GNWL,79,86,1,1,77,71,70,66,53,0
12937,ADI,GAYA,26-09-2017,07-08-2017,3A,216,RLWL,11,18,1,0,7,2,0,0,0,1
12937,ADI,DHN,16-08-2017,24-07-2017,SL,880,GNWL,22,28,1,1,17,11,6,4,0,1
12937,ADI,GAYA,19-10-2017,21-09-2017,SL,880,GNWL,22,46,1,0,15,13,12,8,5,1
12934,ADI,BVI,12-09-2017,20-07-2017,2A,182,GNWL,7,19,0,0,5,2,0,0,0,1
12934,ADI,BCT,26-10-2017,26-09-2017,SL,880,GNWL,4,7,1,0,0,0,0,0,0,1
12934,ADI,BVI,21-08-2017,01-08-2017,2A,182,RLWL,6,15,0,1,5,3,2,0,0,1
12934,ADI,VAPI,01-12-2017,24-12-2017,2A,182,RLWL,5,20,1,1,4,3,0,0,0,1
12934,ADI,ST,09-08-2017,29-06-2017,SL,880,RLWL,11,74,0,0,7,3,0,0,0,1
12934,ADI,BCT,30-09-2017,07-08-2017,2A,182,GNWL,6,13,0,1,4,3,0,0,0,1
12934,ADI,BCT,24-09-2017,13-06-2017,SL,880,RLWL,79,79,0,1,76,68,58,46,33,0
12934,ADI,BVI,12-09-2017,04-06-2017,SL,880,GNWL,59,73,0,0,56,49,40,29,26,0
12934,ADI,BCT,11-12-2017,03-12-2017,SL,880,RLWL,5,14,1,0,0,0,0,0,0,1
12934,ADI,BCT,02-12-2017,05-12-2017,SL,880,GNWL,98,102,0,1,90,89,87,79,72,0
12934,ADI,BVI,04-10-2017,07-08-2017,1A,10,GNWL,1,1,0,0,0,0,0,0,0,1
12934,ADI,BCT,12-07-2017,28-05-2017,SL,880,RLWL,44,63,0,1,38,37,35,29,25,0
12934,ADI,BVI,17-09-2017,15-09-2017,2A,182,GNWL,9,27,1,1,8,5,3,2,0,1
12934,ADI,BCT,12-08-2017,27-07-2017,SL,880,RLWL,87,108,0,1,81,76,66,59,46,0
12932,ADI,BVI,09-08-2017,29-07-2017,3A,216,GNWL,45,51,0,1,43,39,37,36,35,0
12932,ADI,ST,09-07-2017,26-06-2017,3A,216,RLWL,5,36,1,0,4,0,0,0,0,1
12932,ADI,VAPI,08-11-2017,25-09-2017,SL,880,GNWL,23,93,0,0,19,17,14,5,0,1
12932,ADI,BCT,15-09-2017,14-09-2017,1A,10,GNWL,9,11,1,0,8,6,4,2,1,1
12917,ADI,RTM,12-12-2017,02-09-2017,2A,182,RLWL,1,32,0,1,0,0,0,0,0,1
12917,ADI,MTJ,15-12-2017,03-11-2017,SL,880,RLWL,68,76,0,1,62,55,52,48,40,0
12917,ADI,MTJ,15-12-2017,14-09-2017,SL,880,RLWL,38,71,1,0,32,30,26,15,13,0
12917,ADI,NZM,28-08-2017,25-06-2017,SL,880,RLWL,50,79,0,0,43,42,37,30,28,0
12917,ADI,MTJ,15-07-2017,10-04-2017,SL,880,RLWL,59,81,1,1,53,45,42,39,32,0
12917,ADI,RTM,10-12-2017,08-12-2017,2A,182,RLWL,6,16,1,0,5,2,0,0,0,1
12917,ADI,MTJ,04-12-2017,24-11-2017,1A,10,GNWL,12,22,0,1,11,10,8,6,4,0
12917,ADI,NZM,29-12-2017,03-12-2017,1A,10,RLWL,8,11,1,1,7,6,5,3,2,0
12917,ADI,NZM,14-09-2017,25-09-2017,2A,182,RLWL,24,30,1,1,22,21,20,16,12,0
12917,ADI,MTJ,21-10-2017,08-08-2017,SL,880,RLWL,4,89,1,1,0,0,0,0,0,1
12917,ADI,MTJ,20-12-2017,12-11-2017,SL,880,GNWL,61,89,1,1,58,56,53,45,34,0
12917,ADI,MTJ,27-07-2017,20-07-2017,3A,216,GNWL,19,26,0,0,18,13,9,7,5,0
12917,ADI,NZM,24-12-2017,02-12-2017,3A,216,GNWL,18,40,0,1,16,12,8,6,5,0
12917,ADI,NZM,23-12-2017,26-12-2017,2A,182,GNWL,16,21,0,0,15,12,8,7,5,0
12917,ADI,MTJ,15-10-2017,17-07-2017,SL,880,GNWL,11,22,0,0,7,4,0,0,0,1
12917,ADI,MTJ,19-08-2017,16-06-2017,SL,880,GNWL,24,45,1,0,23,19,9,0,0,1
12917,ADI,NZM,07-08-2017,07-06-2017,3A,216,GNWL,44,47,0,0,42,41,38,35,34,0
12915,ADI,DLI,13-09-2017,13-07-2017,SL,880,GNWL,44,104,1,1,40,38,34,26,25,0
12915,ADI,DLI,09-07-2017,05-07-2017,SL,880,RLWL,19,105,1,1,15,13,12,5,1,1
12915,ADI,ABR,19-12-2017,15-09-2017,1A,10,GNWL,12,21,1,0,11,9,7,6,5,0
12915,ADI,RE,16-12-2017,12-09-2017,2A,182,GNWL,2,6,0,0,1,0,0,0,0,1
12915,ADI,DLI,01-09-2017,27-09-2017,SL,880,RLWL,99,100,0,1,98,89,87,79,75,0
12915,ADI,DLI,22-10-2017,21-08-2017,SL,880,GNWL,91,95,0,0,90,81,72,71,58,0
12915,ADI,DLI,20-09-2017,17-07-2017,SL,880,GNWL,19,107,1,1,13,9,2,0,0,1
12915,ADI,JP,08-07-2017,07-04-2017,3A,216,GNWL,47,52,0,1,46,43,42,39,36,0
12915,ADI,DEC,03-11-2017,01-09-2017,3A,216,RLWL,8,34,1,1,6,1,0,0,0,1
12915,ADI,DLI,06-12-2017,25-12-2017,3A,216,RLWL,14,46,0,0,13,12,10,5,2,1
12915,ADI,DLI,20-07-2017,17-07-2017,3A,216,RLWL,47,48,1,1,46,44,43,37,34,0
12915,ADI,RE,21-10-2017,24-09-2017,SL,880,RLWL,85,88,0,1,77,72,62,50,43,0
12915,ADI,DLI,27-07-2017,05-07-2017,2A,182,RLWL,4,16,0,0,3,2,0,0,0,1
12915,ADI,JP,17-10-2017,13-08-2017,3A,216,RLWL,33,42,1,0,30,28,26,25,20,0
12915,ADI,JP,07-09-2017,15-06-2017,2A,182,RLWL,12,23,0,0,11,8,7,3,0,1
12915,ADI,DLI,16-07-2017,19-07-2017,2A,182,RLWL,24,28,1,1,22,21,19,18,17,0
